x,y
0.0008536680,-0.7952569025
0.0008556680,-0.7875756668
0.0008576680,-0.7797700637
0.0008596680,-0.7718413259
0.0008616680,-0.7637907054
0.0008636680,-0.7556194735
0.0008656680,-0.7473289205
0.0008676680,-0.7389203557
0.0008696680,-0.7303951067
0.0008716680,-0.7217545199
0.0008736680,-0.7129999596
0.0008756680,-0.7041328084
0.0008776680,-0.6951544665
0.0008796680,-0.6860663516
0.0008816680,-0.6768698990
0.0008836680,-0.6675665606
0.0008856680,-0.6581578058
0.0008876680,-0.6486451203
0.0008896680,-0.6390300062
0.0008916680,-0.6293139818
0.0008936680,-0.6194985814
0.0008956680,-0.6095853551
0.0008976680,-0.5995758681
0.0008996680,-0.5894717012
0.0009016680,-0.5792744498
0.0009036680,-0.5689857243
0.0009056680,-0.5586071494
0.0009076680,-0.5481403639
0.0009096680,-0.5375870207
0.0009116680,-0.5269487863
0.0009136680,-0.5162273405
0.0009156680,-0.5054243765
0.0009176680,-0.4945416001
0.0009196680,-0.4835807299
0.0009216680,-0.4725434966
0.0009236680,-0.4614316433
0.0009256680,-0.4502469245
0.0009276680,-0.4389911065
0.0009296680,-0.4276659668
0.0009316680,-0.4162732936
0.0009336680,-0.4048148861
0.0009356680,-0.3932925536
0.0009376680,-0.3817081156
0.0009396680,-0.3700634015
0.0009416680,-0.3583602502
0.0009436680,-0.3466005095
0.0009456680,-0.3347860366
0.0009476680,-0.3229186972
0.0009496680,-0.3110003651
0.0009516680,-0.2990329225
0.0009536680,-0.2870182591
0.0009556680,-0.2749582722
0.0009576680,-0.2628548662
0.0009596680,-0.2507099523
0.0009616680,-0.2385254485
0.0009636680,-0.2263032787
0.0009656680,-0.2140453730
0.0009676680,-0.2017536671
0.0009696680,-0.1894301019
0.0009716680,-0.1770766235
0.0009736680,-0.1646951826
0.0009756680,-0.1522877345
0.0009776680,-0.1398562384
0.0009796680,-0.1274026574
0.0009816680,-0.1149289580
0.0009836680,-0.1024371100
0.0009856680,-0.0899290860
0.0009876680,-0.0774068611
0.0009896680,-0.0648724128
0.0009916680,-0.0523277204
0.0009936680,-0.0397747648
0.0009956680,-0.0272155284
0.0009976680,-0.0146519943
0.0009996680,-0.0020861464
0.0010016680,0.0104800308
0.0010036680,0.0230445532
0.0010056680,0.0356054365
0.0010076680,0.0481606973
0.0010096680,0.0607083530
0.0010116680,0.0732464221
0.0010136680,0.0857729248
0.0010156680,0.0982858830
0.0010176680,0.1107833206
0.0010196680,0.1232632643
0.0010216680,0.1357237433
0.0010236680,0.1481627899
0.0010256680,0.1605784399
0.0010276680,0.1729687327
0.0010296680,0.1853317118
0.0010316680,0.1976654248
0.0010336680,0.2099679242
0.0010356680,0.2222372672
0.0010376680,0.2344715163
0.0010396680,0.2466687397
0.0010416680,0.2588270112
0.0010436680,0.2709444110
0.0010456680,0.2830190255
0.0010476680,0.2950489479
0.0010496680,0.3070322788
0.0010516680,0.3189671257
0.0010536680,0.3308516040
0.0010556680,0.3426838369
0.0010576680,0.3544619562
0.0010596680,0.3661841017
0.0010616680,0.3778484226
0.0010636680,0.3894530768
0.0010656680,0.4009962319
0.0010676680,0.4124760650
